"Iteration: Iteration","DF B Mean Monitor: Statistics of DF B Monitor (N)","DF D Mean Monitor: Statistics of DF D Monitor (N)","DF FW Mean Monitor: Statistics of DF FW Monitor (N)","DF RW Mean Monitor: Statistics of DF RW Monitor (N)","DF S Mean Monitor: Statistics of DF S Monitor (N)","DF SU Monitor: Force (N)","DF Wheels Front Mean Monitor: Statistics of DF Wheels Front Monitor (N)","DF Wheels Rear Mean Monitor: Statistics of DF Wheels Rear Monitor (N)","Mean DF Monitor: Statistics of Downforce Monitor (N)"
167,0.856168604721731,45.8307116357678,82.3669446374651,112.915042448529,64.7567626746334,-0.49153997291588,-3.48035017934877,-3.15363600971108,299.578420141736
168,0.833819520001033,45.7773096679993,82.3999853217984,112.853957711659,64.6519639753396,-0.436641993499971,-3.46716723504778,-3.1506158149845,299.386485319758
169,0.812720224523967,45.7243689305494,82.4327662052487,112.793655069655,64.5489289929283,-0.385524129708611,-3.45392836708325,-3.14750641244846,299.198989737652
170,0.792961713356575,45.6723307281211,82.4653550709027,112.734080133214,64.4478095878457,-0.344124229240715,-3.44062635283585,-3.14435238795244,299.016531179145
171,0.774554589836508,45.62145186377,82.497829716839,112.675142903877,64.3487091071755,-0.313437718186142,-3.42728582789395,-3.14117593226164,298.839354602546
172,0.757611625163422,45.571860888899,82.5302437346416,112.616763537673,64.2517337535627,-0.293502799563425,-3.41391519391034,-3.13801734491701,298.66766714173
173,0.742071124396858,45.5236766358478,82.5626298516297,112.558780429293,64.1567494911581,-0.287168754608961,-3.40053939578452,-3.13489469865988,298.501139608006
174,0.727905020402303,45.4768714244548,82.5949895686744,112.501144183036,64.0636592543042,-0.292818972481085,-3.38717432191719,-3.13183519575058,298.339458947336
175,0.714937915036272,45.4311352668422,82.6273305246098,112.443708920979,63.9723382261761,-0.310106722556573,-3.37384610149588,-3.12886701888526,298.181756714614
176,0.702989428804226,45.3863661171647,82.659660915611,112.386324553061,63.882602168514,-0.33725654872658,-3.36057998335206,-3.12599926847159,298.027335892626
177,0.691965655304313,45.3424141255453,82.6919932159789,112.328872267127,63.7944098620378,-0.375776289971635,-3.34739214450768,-3.12324728722621,297.875712241705
178,0.681823384517305,45.2991633063517,82.724300604423,112.271212797588,63.7075872905704,-0.4230444978528,-3.33429113104623,-3.12062355626797,297.726320136586
179,0.672414423729824,45.2563292929181,82.7565790614432,112.213261753566,63.6219645238219,-0.478032482998672,-3.32129882911093,-3.11812788277044,297.578408443693
180,0.66360488331147,45.2137185406576,82.7888059859058,112.155032103638,63.5372120460362,-0.539420723671059,-3.30840415667042,-3.11575829517866,297.431293280996
181,0.655347637144624,45.1711169726628,82.8209677874917,112.096511052619,63.453205384687,-0.606810426578251,-3.29559275829963,-3.11350418490931,297.284560072428
182,0.647404480746832,45.1282765959356,82.8530485596148,112.037731851483,63.369687931595,-0.675221726624438,-3.28286551593203,-3.11135156609285,297.137496947461
183,0.639590212948488,45.0851686932751,82.885032300651,111.978786766638,63.2864561413019,-0.740903344447194,-3.27023297489961,-3.10930907521752,296.989764500193
184,0.631820760580405,45.0418206798597,82.9168870371662,111.919720627249,63.2033928460806,-0.800379214563096,-3.25768702766015,-3.10735332678048,296.841272664327
185,0.623924814860049,44.9980803144332,82.948603660478,111.860633860316,63.120216521458,-0.850477246091318,-3.2452246908115,-3.10548260443002,296.691568088385
186,0.615777624268847,44.9540314781931,82.9801501739366,111.801532980156,63.0366942238934,-0.888502794919236,-3.23285118075239,-3.10367495416137,296.540437208115
187,0.607313823891336,44.9097117578583,83.0114976096284,111.742513716291,62.952777511153,-0.911902443794673,-3.22055311827502,-3.10191270378482,296.387982789255
188,0.598468184046748,44.8651582370762,83.0426140435946,111.683601941652,62.8684899690681,-0.920678184752349,-3.20832836434686,-3.10018856025485,296.234283088131
189,0.589324923333669,44.8204197856273,83.0734676783948,111.624778503807,62.7837786555234,-0.915535870686693,-3.1961755008044,-3.09847611339779,296.079469149102
190,0.579851313190714,44.7755966323418,83.1040343693772,111.566077411683,62.6986544631238,-0.899029492003969,-3.18409804089978,-3.09675420546977,295.923705893078
191,0.570130900722766,44.7306684616833,83.1342954815736,111.507420287102,62.613235210553,-0.873434691976921,-3.1720665123222,-3.09500603141216,295.767169503433
192,0.560233501348122,44.6857588344864,83.1642354945444,111.44879820931,62.5276912790935,-0.84263990615489,-3.16006903377029,-3.0932152990368,295.610252131031
193,0.550239945103331,44.6407640426226,83.1938609886571,111.39019930167,62.4421611615997,-0.809956974102353,-3.14811465680942,-3.09135978242706,295.453084258844
194,0.540272240350641,44.5957380887683,83.2231773753582,111.331644169968,62.3569001501721,-0.778345776733676,-3.13620610060495,-3.08942801583867,295.296123542709
195,0.530410549766031,44.5506862974128,83.2522063053183,111.273192091964,62.2721164181222,-0.750205432645043,-3.12434873943363,-3.08739275431543,295.139745900461
196,0.520733910649152,44.5055679152428,83.2809690971464,111.214940036819,62.1880612808449,-0.730052270690267,-3.11253868291688,-3.08522587086509,294.984348071596
197,0.511417169145355,44.4605183128681,83.3094900808029,111.157021990495,62.1049854923003,-0.717734554633092,-3.1007653090435,-3.08293978059296,294.830606031315
198,0.502444187563324,44.4154196873919,83.3377895727204,111.099563705255,62.0230336015207,-0.71495816597623,-3.08905814736381,-3.0805024208418,294.67862969471
199,0.493795952089472,44.3702549143517,83.3658770527665,111.042687369961,61.9423679264855,-0.722360540025047,-3.07741947039578,-3.07793337236373,294.528603549458
200,0.485485882328839,44.3249204408937,83.3937600527564,110.986525601527,61.8631374624437,-0.740235839400271,-3.06585573071755,-3.07522947499178,294.380671365723
201,0.477503927449978,44.2793570546718,83.421440730755,110.931183464025,61.785445566577,-0.766653399891396,-3.05436232037008,-3.07241197532825,294.234916511943
202,0.469736378040166,44.2335427756764,83.4489236248442,110.876767976255,61.709298504486,-0.80286947005657,-3.04293329722012,-3.06949452822314,294.091266698346
203,0.462134110925336,44.1873984742974,83.4762139709842,110.82333827955,61.6347380893616,-0.844050011565147,-3.03157441643064,-3.06647900800878,293.949670256419
204,0.454604723801306,44.1408247800259,83.503300072645,110.770964826559,61.5616797720082,-0.890315568580661,-3.02027970237343,-3.06338060561067,293.809878268263
205,0.447077547336438,44.0938599066158,83.5301527922025,110.719677859924,61.4901684796558,-0.937195472765079,-3.00903587591721,-3.06021521016572,293.671901803914
206,0.439426961930603,44.0464324834089,83.5567563861287,110.669452974974,61.4200407760121,-0.983397048396713,-2.99783332304545,-3.05700395227467,293.535335148519
207,0.431602177717347,43.9985358127869,83.5830886593378,110.620264847472,61.3512899418792,-1.02333341153069,-2.98667812947697,-3.05375183140416,293.400088733934
208,0.42352192812441,43.9502219627861,83.6091247929922,110.57204440346,61.2838556278202,-1.0550995071797,-2.97555861381761,-3.05045688748413,293.266034523528
209,0.415180501504892,43.9014860917051,83.6348311190491,110.524719639789,61.2177337985128,-1.07551303746116,-2.96446897344915,-3.04712010523858,293.133113265026
210,0.406657579321106,43.8524373967799,83.660179195531,110.478181780782,61.1529124370601,-1.08271181270375,-2.95342112831195,-3.04373228613524,293.001425868152
211,0.397979544441439,43.8031697605086,83.6851504293905,110.432313429339,61.089378931586,-1.07789423336664,-2.94242705182612,-3.04028800755906,292.870994539781
212,0.389188762050831,43.7537670449685,83.7097212097967,110.387060879675,61.0271331008304,-1.05969495577406,-2.93149044254469,-3.0367721531125,292.741941884529
213,0.380363728246042,43.70429053771,83.7338676961871,110.342348472644,60.9662007398584,-1.02897446670632,-2.92062523138047,-3.03317069595947,292.614391321956
214,0.371622570003565,43.6549408092694,83.7575918292321,110.298171280309,60.9065809288654,-0.989886794051671,-2.90982121149694,-3.0294834255457,292.48870482319
215,0.363009632971262,43.6058536190227,83.7808855955695,110.254516779753,60.8482399668487,-0.943166212646707,-2.89907591896938,-3.02572283740541,292.36503088846
216,0.35453546535042,43.5570978990205,83.8037801292636,110.211385520163,60.7910968275007,-0.892368562151557,-2.88838299758594,-3.0218829124986,292.243427627194
217,0.346217033294849,43.5088364915442,83.8262922937833,110.168834351612,60.7351309638139,-0.840859180610328,-2.87774663506114,-3.01797603758338,292.124111240902
218,0.338114452863613,43.4612230432388,83.848443413933,110.126895571316,60.6803646557601,-0.791654592832635,-2.8671601823979,-3.01401478392837,292.007351439401
219,0.330227432568959,43.4143407649982,83.870265330103,110.085597734158,60.6267485550081,-0.747069879351885,-2.85660771458423,-3.0099971470061,291.893235771131
220,0.322523157664756,43.3682659717122,83.8917803990496,110.045004614757,60.5742615614044,-0.708564676794459,-2.84608126281485,-3.00593964859345,291.781833675007
221,0.31502018814508,43.3231291420393,83.9130188263298,110.005167482557,60.5228647869565,-0.67713550719762,-2.83556831493756,-3.00184514798657,291.673311933668
222,0.307781824632038,43.278974433128,83.9339999948889,109.966125424403,60.4725457043606,-0.654323718550051,-2.82505896774601,-2.99772223481061,291.567784443614
223,0.300776652026336,43.2358144967637,83.954741553784,109.927898734341,60.4231663978263,-0.640063640791956,-2.81456227823156,-2.99359318848431,291.465061341728
224,0.293991403352797,43.1936205210514,83.9752555061496,109.890527612098,60.3746515325079,-0.632279424179312,-2.80408688541644,-2.98944921998459,291.365047754185
225,0.287411211446014,43.1523801741761,83.9955577911729,109.854044921873,60.3268375399636,-0.631895983527897,-2.79363130889892,-2.98530200007688,291.267558132891
226,0.281040826595949,43.1119840218319,84.0156577706722,109.81848397847,60.2795698513743,-0.636680257561607,-2.78321726930618,-2.98115395899046,291.172328828923
227,0.274863495873072,43.0723564922684,84.035560578844,109.783845527972,60.2326841154536,-0.646501497792003,-2.77285983051468,-2.97701497132259,291.079062166162
228,0.268811322511329,43.033380183888,84.0552683348121,109.750121006498,60.1860303135943,-0.660662239609665,-2.76257461582864,-2.97287365238908,290.987393646301
229,0.262779488362422,42.9948278926138,84.0747780816577,109.7172660375,60.1394784226947,-0.678940004433484,-2.7523800086721,-2.96872728375841,290.896781022225
230,0.256715192034407,42.9565618804767,84.0940945337629,109.68525342823,60.0929287306521,-0.699872069564259,-2.74229437051408,-2.96456731788717,290.806891205707
231,0.250567835472302,42.9184974043947,84.1132081776784,109.654030704858,60.0463682621694,-0.722570747618452,-2.73232951884895,-2.96039286065944,290.717496450568
232,0.244326194792619,42.8805718998342,84.1321066661965,109.623512997409,59.9997709749041,-0.746171380970612,-2.72249653674068,-2.95620527596669,290.628384582197
233,0.237928659918213,42.8426775049019,84.1507898020489,109.593584201379,59.9530673673993,-0.769757905245885,-2.71280473218929,-2.95201369369729,290.539183185405
234,0.231436541441379,42.8046988273995,84.1692569443721,109.564145221844,59.9063716014177,-0.793233444633369,-2.70326068093471,-2.94780445244553,290.449861379934
235,0.22486167501821,42.7666760258006,84.1874959649755,109.535111434059,59.8597092853031,-0.814050228742649,-2.69386956157817,-2.94359035436648,290.360394537091
236,0.218257059007677,42.7285642373797,84.2055020822252,109.50642856087,59.8131454945808,-0.832747383905476,-2.68464093092072,-2.93936783897327,290.270800819117
237,0.211628245216301,42.6905158508636,84.2232854071407,109.478040521263,59.7667312404871,-0.847449476910056,-2.67558017686029,-2.93515370208877,290.18123877459
238,0.205102007418132,42.6526215674799,84.2408484845989,109.449956012218,59.7206522783217,-0.857409597611383,-2.66667929697671,-2.93096643215514,290.092132980119
239,0.198716920522653,42.614899880181,84.2581862988849,109.422185252662,59.6750034272061,-0.861549679438531,-2.65794359651885,-2.92682422631513,290.003641780111
240,0.192584756887028,42.5774615237029,84.2753164497998,109.394741411033,59.6298959549903,-0.860458247319878,-2.6493564282255,-2.9227329780045,289.916162363377
241,0.186781551430501,42.5403256132782,84.2922501494036,109.367648604568,59.5854254355777,-0.855031423991867,-2.64091178858535,-2.91870317229953,289.829934111806
242,0.181379813366633,42.5036003084507,84.3090008685411,109.340962786775,59.5416871084647,-0.84661610456278,-2.63259287954629,-2.91474357906086,289.745322336238
243,0.176443527297547,42.4673016065824,84.3255776014137,109.314708897884,59.4987343089698,-0.83568269828232,-2.62438343231849,-2.91087191558758,289.662502657367
244,0.172018074188756,42.4314764993149,84.3419915924225,109.288903069889,59.4566070035189,-0.822403324785718,-2.61626989707234,-2.90709821817884,289.581647255291
245,0.168153170135898,42.3960801187196,84.3582635173825,109.263530819309,59.415293401594,-0.807212832543855,-2.60823718332185,-2.90344564911533,289.502754338305
246,0.164885071768429,42.3610933933706,84.3744062219256,109.23851739003,59.3748293169185,-0.7912099103903,-2.60027430206813,-2.89991038102228,289.425832260809
247,0.162184724767476,42.3264803406566,84.3904360505706,109.213809809737,59.3351645035853,-0.774569913502891,-2.59236838939786,-2.89650123641801,289.350734853535
248,0.160005068193979,42.292154660486,84.4063628688324,109.189332932821,59.2962607757311,-0.758592613038751,-2.58450344996114,-2.89321839731938,289.27723753437
249,0.158332536911469,42.2581130868743,84.4221974985778,109.165006425563,59.2581094692191,-0.743770404737817,-2.57667649159598,-2.8900713824572,289.205233281006
250,0.157098787868773,42.2242981617829,84.4379454150051,109.140742979268,59.2206599385295,-0.731480580229603,-2.56887535558855,-2.88702625700155,289.134498996906
251,0.156239349308163,42.1906635440864,84.4536109947649,109.116465474562,59.1838864961246,-0.721554683073318,-2.56109251455065,-2.8840833878562,289.064822534436
252,0.155668562401287,42.157132945747,84.4691916302962,109.092129748998,59.1476884654101,-0.715034265222823,-2.55332891125919,-2.88121987593027,288.995902418092
253,0.15531790889587,42.1236993714481,84.4846842422865,109.067665819638,59.1119853664539,-0.711276947860859,-2.5455792765076,-2.87841979459997,288.927519510596
254,0.155105529787147,42.0902929939133,84.5000799334698,109.043035308996,59.0767077572149,-0.710922029751531,-2.53784613101186,-2.87566051568736,288.859411899652
255,0.154941542363273,42.0568680020697,84.5153657073448,109.01822647129,59.0417302533577,-0.713374017806393,-2.53013446739817,-2.87292446173179,288.791295281871
256,0.154759398361065,42.0232720680852,84.5305256176529,108.993226899576,59.0069390267724,-0.717888346558094,-2.52245224739955,-2.87018356491083,288.722820719505
257,0.154477395040283,41.9894202777905,84.5455382857689,108.968016457318,58.9722749101898,-0.722672106896844,-2.51481048867044,-2.86741590688167,288.653730928078
258,0.154035386081439,41.9551540884627,84.5603866529722,108.942636568806,58.9376373710978,-0.72688169285004,-2.50721258051257,-2.86463242349061,288.583719124155
259,0.153357520884956,41.9203789203866,84.5750457222077,108.917110396475,58.9029730929138,-0.730091210515597,-2.49967749070593,-2.86181473948692,288.512563138737
260,0.152377756735317,41.8849580314305,84.5894885437719,108.891430428689,58.8681967838972,-0.731808575853452,-2.49220752028596,-2.85896600990655,288.439940813885
261,0.151095959669346,41.8488892141758,84.6036977979076,108.865627669251,58.8333168211546,-0.731920206105758,-2.48481484641145,-2.85606713185417,288.365884976911
262,0.149510250654909,41.8121364201447,84.6176552491273,108.839737896995,58.7983533320936,-0.730196233637256,-2.47750336587174,-2.85311839631662,288.290398148065
263,0.147639581570093,41.7746219660525,84.6313499483204,108.813775468003,58.763278645816,-0.727462425750147,-2.47027158099485,-2.85014317863703,288.213379173394
264,0.145519762811274,41.7363747267052,84.64477713204,108.787755683041,58.7281294010288,-0.723848535113943,-2.46312971924155,-2.8471418032295,288.134932533471
265,0.143252735750385,41.6975156558825,84.6579383879123,108.761672078351,58.6929694909567,-0.720949829743509,-2.45607794300683,-2.84413380151978,288.055317550189
266,0.140869517593516,41.6581884002742,84.6708252204475,108.735576629146,58.6578343016652,-0.718656205062246,-2.44912033209966,-2.84113690708342,287.974763500802
267,0.138433708233485,41.6184424117429,84.6834422822638,108.709516647385,58.6227598069648,-0.717966535890582,-2.44226201159964,-2.83815385689619,287.893457369789
268,0.136026855445503,41.5783966535334,84.6957897729069,108.683555872563,58.587847834078,-0.719512133829172,-2.43550357186674,-2.83521229121312,287.811728796264
269,0.13371617282796,41.5382695032848,84.7078711125498,108.657762960005,58.5531268444056,-0.723766176474858,-2.42885201816453,-2.83232493780351,287.729934133769
270,0.13153640527135,41.4980666260053,84.719700771558,108.63222479151,58.5186434240393,-0.729721581428441,-2.42231017992918,-2.82949080056295,287.648253734266
271,0.129507381740514,41.4579299362882,84.7312858898049,108.607050633883,58.484431652889,-0.738260265016196,-2.41588916685316,-2.82673609100446,287.566953180497
272,0.127626663324513,41.4178988368218,84.742636210344,108.582324170783,58.4505216842703,-0.748720919814152,-2.40958830155586,-2.82405415351149,287.486193591491
273,0.125853797335255,41.3779721690937,84.7537534882025,108.558116127813,58.4168609769767,-0.760308244600665,-2.40341889921478,-2.82144909174391,287.405934131069
274,0.124145413260231,41.3381688749595,84.7646415718056,108.534482337314,58.3834975087932,-0.772875514716021,-2.39737955420136,-2.81892317883309,287.326254006225
275,0.122448349028961,41.2985247389556,84.7753030788494,108.511471199258,58.3504470990864,-0.785178000290458,-2.39147743648852,-2.81646228137693,287.247211056682
276,0.120741570437287,41.2590206618288,84.7857435040491,108.489093138018,58.3177200876055,-0.797589768361316,-2.3857114879087,-2.81405474638212,287.168804159924
277,0.119027133808519,41.2196367287198,84.7959723506241,108.467324508785,58.2853749168774,-0.808819213516928,-2.38008203305012,-2.81170070466183,287.091064006138
278,0.11724551579478,41.180282543838,84.806001381262,108.446149696589,58.2534194030332,-0.818504241431753,-2.37458501564543,-2.80939395934552,287.013860831185
279,0.115422401281004,41.1409693246628,84.8158329747485,108.42551192988,58.2218955317377,-0.825572668397136,-2.36922294716766,-2.80711896768279,286.937241857441
